%lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 otherL3 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  portSrcTCP portDstTCP portSrcUDP portDstUDP ipPortSrc ipPortDst tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP othersL4 flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows
146000032 51017 39140164 39.20095665640744 42.836479184827816 779.4831521089736 709.1328030471514 2681 1881 51017 50714 303 193 303 1262 2622 2585 2554 2522 2487 2466 2432 2408 2368 2316 2281 2218 2141 2044 1902 1242 1065 893 715 534 369 227 126 67 36 20 12 8 5 4 41268 7034 957 2060 41266 994 7034 51017 51017 1318 470 342 5571 3161 1211 1199 13.05536222714331 67.11040212982788 5.8084227910817505 22.83233325316644 2.2643869891576314 24.64495170828947 1.4482198969629863E8 620202.1833049209 1.4485350796779522E8 618586.7011161649 1.4498198350125104E8 579110.6798144729 11574.728164556962 88317.49995839235 1915.98926507019 16785.427002949495 300.07730061349696 1375.3244110328378 3536 16907 851 12499 739 61 13
148000038 50409 38853688 39.67962860090469 42.09891430698091 780.740485472009 704.0373842972576 2575 1904 50409 50219 190 201 190 1219 2525 2499 2463 2435 2407 2378 2341 2311 2274 2234 2195 2146 2063 1965 1828 1243 1063 908 718 544 376 229 131 70 38 22 14 10 7 6 40918 6991 890 2120 40916 949 6991 50409 50409 1269 491 292 5559 3227 1202 1130 12.679888441276727 67.34933603804893 5.816139767054908 22.76325015028228 2.2123893805309733 24.46910640259658 1.4683425361202356E8 627564.6761500556 1.4685636090682197E8 603590.5105047731 1.4698875193362832E8 588526.3664763131 11283.450712957223 88989.26837994855 1841.383527454243 15858.485811926945 312.8426527958388 1400.1163800782167 3518 15941 897 12757 752 25 9
150000001 49695 38366243 40.24726314094824 43.7183827406166 782.9667360515897 706.4669586402914 2620 1880 49695 49485 210 182 210 1263 2567 2527 2493 2458 2426 2404 2371 2347 2309 2262 2209 2152 2077 1983 1848 1213 1040 871 699 520 354 221 127 68 36 20 12 8 5 4 39992 7094 954 2025 39990 922 7094 49695 49695 1255 486 245 5559 3210 1161 1188 12.458566978193147 68.82593059844112 6.110249784668389 23.783313369504285 2.196127946127946 24.354304647888323 1.487874982623053E8 618587.1471189735 1.488391104720069E8 587818.4644513706 1.4898814018265992E8 596211.0977531816 11115.647865378623 92318.60068971784 2110.3884582256674 18858.204212597524 303.7697044334975 1402.5761273825563 3504 16860 945 11663 701 25 11
152000012 52026 41603768 38.446319755483366 41.93705699027066 819.8038226600985 706.1423397169204 2689 1948 52026 51664 362 181 362 1282 2627 2592 2555 2519 2480 2450 2404 2381 2342 2299 2257 2188 2108 1996 1863 1306 1112 934 731 539 368 227 132 70 38 22 14 10 7 6 42766 6405 1030 2166 42764 951 6405 52026 52026 1375 550 319 5817 3419 1178 1220 12.508335770693185 70.21339011962928 5.437181663837012 20.198085269571372 2.3401639344262297 25.563854477322174 1.508243327010822E8 619103.2550222523 1.5082751337775892E8 587855.3043031859 1.509413334262295E8 586219.0613628704 11438.377816798362 95924.19650216006 1920.488115449915 14448.757537657119 313.97320341047504 1432.373785075154 3598 18834 928 12360 815 28 14
154000095 47862 36019384 41.79577464788732 46.47495371908802 766.1760151447472 708.4194965393183 2741 1854 47862 47550 312 211 312 1264 2685 2649 2605 2578 2534 2505 2470 2438 2400 2352 2311 2256 2176 2071 1922 1240 1066 903 710 535 363 226 129 69 37 21 13 9 6 5 37817 7197 1061 2084 37815 1003 7197 47862 47862 1167 455 280 5742 3235 1243 1264 11.689953632148377 52.432825944021396 5.790024135156878 26.12988166849697 2.2531645569620253 24.451466394896634 1.5277957302380216E8 619168.0539159209 1.528538626460177E8 604348.110810546 1.5292100620886075E8 574530.441874897 10232.787878787878 68230.46450253889 2149.8752012882446 23919.865781463333 306.252380952381 1403.4508316662761 3603 15550 922 11276 765 29 11
156000074 45073 34440861 44.37606780714016 48.38755062597653 775.9027011196467 707.2023474047708 2592 1936 45073 44824 249 177 249 1271 2546 2519 2479 2444 2411 2392 2357 2331 2289 2251 2209 2156 2074 1968 1829 1300 1118 946 748 561 374 232 131 68 36 20 12 8 5 4 35588 6894 894 2070 35585 934 6894 45073 45073 1241 453 311 5497 3190 1188 1119 11.156112852664577 52.49032154406537 5.803030303030303 25.13520677314232 2.3154602323503126 25.200819879707737 1.5480808869937304E8 599315.5352397771 1.5483653092845118E8 596886.4757884047 1.5499045598659518E8 560418.9361379503 9904.094700533082 71180.43436166745 2199.842459983151 24121.35470362299 304.6707920792079 1411.6463485470915 3494 14481 855 11024 763 52 15
158000043 44025 30434065 45.43438060837366 52.05053905194268 706.3780346284176 708.1751282705285 2600 1959 44025 43802 223 209 221 1291 2558 2535 2501 2473 2441 2409 2373 2349 2314 2267 2212 2153 2074 1971 1833 1251 1071 901 709 526 363 230 128 69 37 21 13 9 6 5 33915 7497 892 2121 33911 938 7496 44025 44025 1269 469 280 5557 3218 1201 1138 10.539154754505905 55.943122918411625 6.242298084929225 29.17668477091738 2.296133567662566 24.749500713928597 1.5683749007333747E8 626344.90038702 1.5686142791423813E8 619743.7573134179 1.5697597720474517E8 588473.936028695 8567.028917910447 63299.38516121325 2187.8975853455454 26544.13097464298 299.1508771929825 1390.0216965785332 3483 13127 830 11109 766 102 17
160000028 45741 33342159 43.72705409069045 47.623137040723655 740.6237227898712 714.3178785754973 2600 1892 45741 45523 218 183 218 1255 2551 2528 2495 2460 2433 2412 2377 2346 2313 2266 2224 2171 2083 1985 1848 1290 1110 944 738 544 367 231 130 68 36 20 12 8 5 4 36003 7152 930 2094 36001 936 7152 45741 45741 1440 654 288 5690 3361 1178 1151 10.7119904790241 54.976341236979565 6.071307300509337 25.858600747094247 2.2467419635099914 24.6202081252791 1.5880264670098186E8 623516.2491798322 1.5880764121816638E8 583453.5697952117 1.589709019261512E8 570534.2856395991 9052.391369047618 75819.03630349554 2279.1672325976233 24982.847516389415 304.38490566037734 1385.464083635525 3493 14401 1022 11832 745 109 13
162000025 46035 33598297 43.451898844181805 48.29241582189341 749.7716957132975 712.0942313006531 2557 1997 46035 45755 280 194 280 1258 2497 2467 2432 2401 2368 2340 2313 2286 2251 2203 2159 2095 2017 1922 1777 1311 1126 943 747 553 367 224 132 69 37 21 13 9 6 5 36479 6866 958 2071 36477 894 6865 46035 46035 1346 492 282 5639 3354 1144 1141 10.876267143709004 67.48869690473086 6.001748251748252 24.185472146250586 2.357581069237511 25.287444792905642 1.60787687875969E8 606254.0558460708 1.6082497612937063E8 603437.6511448714 1.6096161218580192E8 582177.7652404621 9382.092780429593 91866.20222537202 1656.7655293088364 12643.190337969872 316.18819188191884 1490.148015547812 3530 15749 969 11568 715 80 19
164000105 44269 32146922 45.18119183157134 48.749378663967484 739.6744052275551 712.1673245098298 2669 1898 44269 43989 280 217 280 1287 2617 2588 2553 2527 2487 2459 2421 2387 2349 2309 2259 2201 2121 2009 1860 1248 1067 896 709 534 358 228 131 69 37 21 13 9 6 5 34550 7010 925 2069 34548 973 7009 44269 44269 1266 429 348 5650 3215 1215 1220 10.746500777604977 57.38208682180253 5.769547325102881 25.0586472593621 2.2204918032786884 24.144527262328236 1.628442445978227E8 628960.3587521847 1.6282995268971193E8 595842.6716939072 1.62944227047541E8 582415.7525301519 9137.531901649549 78277.92235431193 2091.258436213992 25457.739057055307 288.3255813953488 1328.505175436961 3678 14650 829 10896 739 72 18
166000005 47350 35010493 42.24110254514732 46.46101115000621 752.429820979562 710.1064874871814 2659 1988 47350 47100 250 206 250 1271 2611 2574 2541 2510 2485 2456 2427 2401 2368 2327 2288 2233 2143 2044 1889 1337 1147 959 765 566 381 238 134 69 37 21 13 9 6 5 37322 7358 943 2313 37319 922 7357 47350 47350 1379 577 306 5897 3522 1154 1221 10.596819988642817 58.62347007480523 6.3760831889081455 33.56492195931911 2.1867321867321867 23.990221185531254 1.6481586949971607E8 615538.5757542584 1.6484744828856152E8 580530.1905081172 1.64953820026208E8 580318.0993194737 9016.873011363636 79677.12076800861 2624.4601386481804 37528.327602797755 292.4182692307692 1349.3210970991756 3700 17142 997 10323 786 366 15
168000109 48486 37144023 41.25465121075863 45.26075326900178 778.8970202772127 710.619599007731 2611 1891 48486 48183 303 201 303 1241 2562 2526 2493 2466 2421 2397 2359 2324 2297 2258 2216 2160 2087 1996 1855 1279 1109 914 726 546 371 227 131 69 37 21 13 9 6 5 39460 6372 909 2099 39458 962 6371 48486 48486 1238 568 294 5627 3290 1185 1152 11.993920972644377 62.0083139832032 5.377215189873418 20.855095806470093 2.3038194444444446 25.235161343957277 1.6680786895258358E8 628242.5812102363 1.6684277227257383E8 602553.2271649966 1.6698754342274305E8 584360.2594565183 10598.51916058394 85014.00570157969 1735.4776371308017 14385.41805329037 300.81101376720903 1376.4881258844466 3463 17149 931 11511 755 194 9
170000163 47422 34787079 42.182031002847204 45.409675826329405 744.9527388753265 711.1431396997205 2610 1741 47422 47206 216 192 216 1242 2562 2531 2496 2464 2425 2397 2358 2325 2294 2259 2221 2169 2088 1989 1842 1215 1061 897 710 540 365 223 128 68 36 20 12 8 5 4 36803 7908 1061 1877 36801 945 7907 47422 47422 1065 474 276 5423 3079 1203 1141 11.952906787918156 57.99372523202623 6.5735660847880295 32.556824164336085 2.375985977212971 24.821730746778247 1.687890043173108E8 616024.0611397874 1.6883471065087283E8 602120.4070828464 1.6894026733479404E8 581470.5926830904 10248.826779330517 79965.47441333148 2489.980881130507 33039.253907457256 320.0947630922693 1460.518339648249 3304 15176 959 11418 750 60 12
172000046 47101 35002446 42.46591922537903 45.566229460563534 756.5659663683915 712.2494972433705 2772 1762 47101 46852 249 182 249 1269 2716 2680 2639 2603 2577 2551 2506 2476 2446 2412 2359 2288 2197 2093 1943 1222 1054 886 714 530 366 227 130 69 37 21 13 9 6 5 37578 6797 1026 2004 37575 1008 6796 47101 47101 1085 469 286 5664 3177 1248 1239 11.828139754485363 59.37188538622798 5.446314102564102 22.746741806696466 2.2001614205004034 23.94749772515297 1.7082997392256847E8 615919.4204443945 1.7085103172115386E8 601383.4390853791 1.7097260764245358E8 580802.4791882989 10178.662468513854 79088.46413927258 1948.9599358974358 19345.85091664625 304.43375 1396.8480858704716 3533 15707 892 10681 729 139 15
174000075 45294 32901048 44.165595671856025 49.2615510162215 739.8833569452877 709.0562466173759 2708 1662 45294 44982 312 210 312 1257 2649 2622 2585 2547 2506 2471 2434 2404 2370 2322 2279 2224 2150 2041 1904 1204 1058 900 730 551 380 239 132 70 38 22 14 10 7 6 35203 7312 1000 1782 35201 983 7311 45294 45294 1115 530 357 5390 2931 1249 1210 12.010576595018765 53.83238768469097 5.854283426741393 25.806169159589626 2.296694214876033 24.955331996215204 1.727926845629478E8 607674.7707778363 1.728587839567654E8 605282.0355548388 1.7295000367603305E8 593131.3343026495 10250.837883959044 70251.2046071717 2092.1160928742993 20792.641545016246 310.3484107579462 1400.9287990472606 3316 13352 867 10980 718 17 11
176000021 46786 34471907 42.75041682698474 47.01951086645281 750.0267829946478 710.4625325981932 2644 1754 46786 46476 310 179 310 1266 2578 2533 2486 2449 2409 2388 2356 2328 2290 2245 2192 2141 2082 1972 1842 1271 1107 935 749 555 383 234 132 69 37 21 13 9 6 5 37207 6865 959 1873 37205 918 6865 46786 46786 1023 520 342 5412 3053 1157 1202 12.18702915165411 59.32659830927896 5.933448573898012 27.901883902778216 2.257903494176373 25.01857878708921 1.747813658211595E8 620589.5530803923 1.748759361832325E8 607121.0822342464 1.750318215732113E8 580461.3046040542 10325.145806028833 78971.07672786903 2348.659464131374 28898.48091037656 303.354556803995 1418.1351578191327 3275 14613 949 10963 740 48 11
178000091 46710 33535301 42.82357349320201 46.76199169008609 730.5067308530104 712.6803251996198 2654 1652 46710 46400 310 209 310 1263 2590 2560 2528 2497 2467 2450 2416 2390 2353 2314 2279 2226 2150 2050 1904 1213 1055 905 709 533 366 235 131 69 37 21 13 9 6 5 35926 7973 1029 1832 35924 1015 7973 46710 46710 960 464 311 5445 3008 1254 1183 11.943484042553191 60.16286075171116 6.3580542264752795 31.101534088329597 2.376162299239222 25.152787557117623 1.767811486775266E8 603273.6515805122 1.76863851423445E8 603056.2440385252 1.7694570242941675E8 564369.6199526426 10082.102095111406 79937.47833858467 2359.5494417862838 28424.863663782544 313.6710843373494 1446.291220320411 3348 13350 885 11063 768 63 14
180000084 51280 41636663 39.00928418178272 42.739098085578675 823.3774446795468 707.0395273777384 2735 1630 51280 51091 189 214 189 1315 2667 2629 2589 2555 2513 2487 2451 2418 2379 2330 2271 2208 2123 2018 1880 1193 1054 893 722 540 366 228 127 68 36 20 12 8 5 4 41993 6632 937 1757 41991 967 6632 51280 51280 913 482 323 5483 2995 1203 1285 14.021035058430718 85.68066269546019 5.512884455527847 20.90138345717671 2.066147859922179 23.205812367302705 1.7880728259332222E8 621143.7925831465 1.7883853058270988E8 610311.1961202306 1.7900708104902723E8 584109.1026808802 13138.00334001336 117105.82150106036 1711.7822111388195 13649.316890942197 278.2565864833906 1326.3297915383291 3322 16203 991 11201 738 53 11
182000181 51345 41680617 38.95796649785742 42.80427684342792 824.7214483577364 700.7743912047736 2631 1597 51345 51065 280 211 280 1449 2576 2545 2509 2470 2432 2402 2361 2331 2294 2244 2199 2146 2054 1938 1789 1171 1026 870 693 524 368 231 130 69 37 21 13 9 6 5 42026 6390 989 1845 42024 893 6390 51345 51345 957 540 284 5452 3017 1096 1339 13.929731521378853 68.61239385118446 5.83029197080292 23.38151525189188 2.1874533233756535 23.337636076838766 1.808165355475638E8 618145.2585881082 1.8083544074178833E8 609278.4629154034 1.8096622438013443E8 585867.0911828008 13062.859748010611 92034.95194934352 1842.9835766423357 14693.05432339937 278.985200845666 1325.5204295260444 3272 15453 896 11746 785 7 3
184000102 47013 34865838 42.54252286747501 45.50455468319133 755.7377102479626 714.7714030499534 2769 1619 47013 46704 309 216 309 1444 2717 2677 2638 2611 2580 2549 2507 2477 2435 2388 2338 2272 2188 2062 1908 1185 1040 882 711 538 370 238 132 69 37 21 13 9 6 5 38007 6123 914 1868 38005 970 6123 47013 47013 1011 608 239 5648 3045 1198 1405 12.481773399014779 65.89007116275192 5.1110183639399 20.122911136007286 2.0519572953736653 22.72974441428654 1.827839752689655E8 625116.2572121305 1.828461920066778E8 590389.699398011 1.82944268541637E8 577807.4405449101 10739.524310118266 91581.29880541116 1607.2320534223707 12991.857891770776 244.6996086105675 1201.3390356071766 3460 15502 944 12179 723 40 11
186000010 49694 39592323 40.246946127065264 44.54777927873579 810.6212558606146 708.0347393640121 2670 1605 49694 49355 339 217 339 1308 2610 2578 2534 2494 2465 2433 2399 2379 2342 2305 2263 2203 2122 2012 1865 1186 1041 881 702 530 362 228 129 68 36 20 12 8 5 4 39862 7019 949 1771 39860 938 7019 49694 49694 966 518 296 5370 2968 1156 1246 13.430592991913747 78.42484857056061 6.071799307958478 24.02856575658104 2.2576243980738364 24.6728026582153 1.847766668045822E8 613535.398145963 1.8486302900086504E8 602503.2068248137 1.8496206443017656E8 577723.9665655417 12474.560013486176 107449.2191507922 2026.9904844290656 15466.250070606637 282.0135135135135 1319.972509439373 3255 18548 970 11900 750 44 10
188000074 47701 37536583 41.93190490167303 44.732591687821945 800.3535745506492 707.2695846324474 3178 1711 47701 47419 282 392 282 1296 2980 2909 2850 2809 2780 2741 2706 2673 2632 2575 2536 2474 2392 2273 2132 1211 1058 894 705 529 363 231 131 69 37 21 13 9 6 5 38014 6783 934 1966 38012 990 6783 47701 47701 1056 454 282 5988 3100 1464 1424 12.26258064516129 74.7634312024354 4.633196721311475 17.993168102384185 2.039325842696629 22.161213460062875 1.8687277388935483E8 626142.8230967161 1.8699620393784153E8 618383.1304940464 1.870570036039326E8 598312.9913565818 11335.654081961924 105640.06888580586 1471.8620218579235 12076.533861017882 242.2323135755258 1191.0464689526555 3944 16045 951 12397 752 19 7
190000021 45016 33175944 44.432560929550554 48.96833582881169 749.9088854230239 706.1799370246015 2711 1784 45016 44829 187 233 187 1276 2665 2635 2602 2570 2543 2520 2482 2460 2431 2381 2330 2278 2192 2089 1933 1236 1061 891 710 526 364 228 127 68 36 20 12 8 5 4 35937 6363 1020 2022 35935 951 6363 45016 45016 1132 495 295 5733 3199 1183 1351 11.233823069709285 58.78971591267338 5.378698224852071 20.859146026386764 2.010362694300518 22.519010802438796 1.8878774996405128E8 612981.3616621813 1.8883630749196956E8 591007.3236469626 1.8899213659511474E8 570678.2278429997 9688.780487804877 81571.41333225109 1643.2417582417581 12209.769350021603 286.42494226327943 1335.0662191325275 3580 14213 960 11863 779 22 9
192000044 50524 40041441 39.58961974702587 42.90669690669029 804.3506287413121 708.164007033214 2627 1931 50524 50221 303 228 303 1277 2581 2557 2526 2492 2459 2440 2405 2372 2338 2296 2253 2197 2111 2001 1858 1306 1141 949 745 548 364 223 129 68 36 20 12 8 5 4 40897 6896 923 2142 40895 899 6896 50524 50524 1352 582 284 5730 3376 1154 1200 12.11404028436019 64.95119841354315 5.975736568457539 24.24674574816347 2.2758333333333334 24.753989577439835 1.9082205974407583E8 618608.6079056782 1.9083342505199307E8 584396.0934335076 1.90941135845E8 589613.7153711056 10967.768 84993.35653866392 2389.953206239168 21188.103856642327 308.3544303797468 1447.7807810139689 3517 16694 917 12965 781 53 12
194000059 46097 33134862 43.3909487340811 47.89071109455764 731.1967252907298 705.905316750676 2692 1696 46097 45821 276 260 276 1255 2638 2606 2569 2537 2499 2474 2435 2406 2374 2319 2271 2218 2143 2029 1863 1237 1083 914 724 541 364 231 131 69 37 21 13 9 6 5 36314 6931 1061 1987 36312 911 6931 46097 46097 1258 709 300 5722 3288 1158 1276 11.04440389294404 56.44896280233902 5.985319516407599 23.635710372991205 2.2351097178683386 23.781743346828467 1.9279887547810218E8 604367.7014189113 1.9282460511830744E8 586158.976756293 1.9297194652194357E8 590063.3514207796 9190.304228780042 73365.88211420756 2252.598445595855 21541.39889709739 364.11771428571427 2413.96072876093 3444 13255 1125 11710 804 92 17
196000085 44582 33757087 44.86379542395693 47.9039633423279 770.2873702224757 701.0862167441418 2776 1657 44582 44270 312 223 312 1293 2729 2692 2665 2632 2600 2579 2547 2517 2472 2420 2368 2309 2220 2103 1960 1220 1077 911 732 547 360 231 132 68 36 20 12 8 5 4 34192 7498 1064 1762 34190 997 7498 44582 44582 986 493 310 5471 3015 1228 1228 11.340630182421227 54.06460418982388 6.105863192182411 35.410241162029585 2.3550488599348536 24.71467472130282 1.9480611546733E8 627729.4992253105 1.948182389144951E8 589805.7513293446 1.949442299397394E8 584487.4529274395 9969.386197743863 75019.43916264219 2782.2923452768728 42528.81305582483 335.3817142857143 1674.6122024431295 3345 11380 978 11864 696 89 15
198000069 45522 35913526 43.93743272040247 46.566243990871605 802.8056151645208 705.6396287120683 2653 1857 45522 45241 281 245 281 1274 2604 2577 2545 2514 2485 2464 2425 2389 2348 2306 2258 2205 2129 2023 1874 1257 1059 899 711 533 367 225 126 68 36 20 12 8 5 4 35493 7208 1021 1999 35491 932 7208 45522 45522 1202 491 265 5644 3203 1164 1277 11.081173899469247 56.08017987743849 6.1924398625429555 34.67487677033331 2.2090837901331244 23.719088196446148 1.9686039486824852E8 622497.0108725049 1.9684536328178695E8 600200.8208128868 1.9701524126389977E8 561992.072836077 10053.536539662711 78810.53062782981 2938.339347079038 43331.422467794364 342.7644394110985 2276.2764241197506 3602 13655 963 11206 714 123 15
200000019 49135 38612326 40.70914753297509 43.77770460651786 798.8978130883661 705.72079864024 2701 1807 49135 48919 216 257 216 1254 2653 2628 2591 2557 2526 2502 2467 2434 2393 2346 2300 2235 2150 2047 1920 1345 1171 980 777 579 390 238 130 68 36 20 12 8 5 4 39272 7117 1019 2049 39270 991 7117 49135 49135 1227 639 289 5797 3326 1202 1269 11.807576668671077 67.53956992543385 5.9209650582362725 25.630242250194605 2.163908589440504 23.28168887853794 1.9878674153247145E8 621042.2458469246 1.988723231514143E8 605539.655089172 1.990044748605201E8 576648.0892593665 10719.122442839951 95738.73591114371 2269.536605657238 23412.414492924883 297.64252336448595 1348.0377843334563 3431 16008 1041 12208 807 34 10
202000052 52171 42927814 38.33686026451984 40.334273193148675 836.3757476571785 700.7712921214135 2690 1684 52171 51891 280 252 280 1266 2643 2611 2576 2544 2521 2494 2458 2425 2392 2343 2291 2232 2138 2031 1890 1246 1091 926 732 554 366 226 125 66 36 20 12 8 5 4 42484 6855 1034 1924 42481 963 6855 52171 52171 1103 504 319 5625 3127 1197 1301 13.58618484170131 99.63623315575123 5.726817042606516 27.643949969655424 2.1767870868562644 23.77031070521146 2.007802001381516E8 607474.908586003 2.008822464394319E8 608986.3108197614 2.0098274906764027E8 582634.2077297609 12659.033909149071 139272.77681004067 2594.22491638796 31045.924105215854 296.1785297549592 1367.931568876719 3411 18750 962 12206 802 52 14
204000016 49998 40181459 40.00416049925991 42.84291752285113 817.6609893575891 699.028913967602 2709 1652 49998 49685 313 221 313 1273 2660 2623 2581 2548 2510 2484 2448 2415 2383 2333 2283 2223 2143 2031 1861 1228 1065 910 733 550 375 229 126 69 37 21 13 9 6 5 40037 7184 970 1878 40034 959 7184 49998 49998 1061 559 400 5629 3088 1223 1318 12.965349740932643 77.66792562560465 5.874080130825838 25.71456313365129 2.106980273141123 23.53306201044083 2.0277777405375648E8 607694.2814912347 2.028509844905969E8 614604.3522879418 2.0297518658877087E8 569461.1309831002 12008.47651441529 109159.1801851522 2339.6325695581013 23802.977695796366 289.9381443298969 1312.4512479900027 3418 15831 1011 12661 772 47 12
206000046 49442 40679809 40.455398681176426 43.35044421681347 835.4498182490296 700.6594986744874 2619 1618 49442 49161 281 233 281 1286 2575 2548 2507 2472 2444 2417 2373 2345 2311 2274 2231 2172 2101 1997 1870 1196 1060 911 735 562 393 236 129 68 36 20 12 8 5 4 39989 6716 937 1849 39987 918 6716 49442 49442 1146 526 317 5362 2989 1167 1206 13.378721980595516 78.8758187333936 5.754927163667523 23.69766366264183 2.269485903814262 24.688137757574623 2.0479618383104718E8 611143.2003025531 2.0478870071722364E8 577698.0668647225 2.0497906518573797E8 564550.2309102465 12576.690093708166 108803.27861994847 2438.228130360206 23357.838951415742 300.1556329849013 1365.515352422062 3231 16787 863 11849 783 61 13
208000053 48542 39619351 41.20768517564644 45.321035404420904 829.9674466346859 700.0636161798349 2684 1670 48542 48291 251 211 251 1253 2631 2597 2561 2531 2500 2469 2437 2402 2356 2305 2262 2208 2126 2023 1879 1225 1071 916 724 547 367 231 127 69 37 21 13 9 6 5 38481 7335 1011 1833 38479 950 7335 48542 48542 1018 528 272 5412 2983 1195 1234 12.900100569896077 80.9354584911126 6.138075313807532 25.535552375980505 2.2090761750405186 23.920722657297077 2.06798269010057E8 612110.873453183 2.0681271045355648E8 593698.2999390075 2.0696046670988655E8 582866.1080689521 12332.92152917505 113922.85089817851 2167.0200836820086 17141.371924583626 305.4091456077016 1372.0351770548057 3260 17664 890 10764 749 39 8
210000019 45447 36749280 44.00952821054484 48.77717758776532 821.4123156012516 704.1152088354335 2620 1630 45447 45259 188 214 188 1248 2562 2532 2499 2469 2438 2413 2385 2353 2312 2270 2227 2174 2098 1992 1842 1201 1050 896 723 542 374 239 133 68 36 20 12 8 5 4 35932 6774 1091 1851 35930 940 6774 45447 45447 972 528 268 5361 2993 1195 1173 12.005345806882726 68.41275987219859 5.668619246861924 24.191893244324014 2.3367433930093777 24.515753412609907 2.087761840544604E8 611910.9134627425 2.0883124847364017E8 601304.3456365407 2.089841546470588E8 580801.5657792462 11192.446339017051 96598.15050741237 2519.9774058577405 24030.550280161377 314.48859543817525 1482.7348899589438 3219 16272 911 9968 758 21 6
212000056 43418 32849890 46.06686475032246 49.858098575364515 769.6780066071555 702.1085351572754 2673 1624 43418 43169 249 196 249 1297 2612 2580 2545 2511 2480 2462 2430 2403 2373 2326 2284 2232 2160 2049 1898 1193 1044 890 712 543 375 235 132 70 38 22 14 10 7 6 33930 6803 943 1878 33928 948 6803 43418 43418 962 547 295 5430 3007 1184 1239 11.283671433322247 55.442729388998906 5.745777027027027 22.573154349742467 2.1670702179176757 24.0109606394937 2.107994248150981E8 602313.7728604651 2.1083445553631756E8 594537.0085199673 2.109678566085553E8 559931.5193220357 10043.430615640598 76795.38027240329 2041.7381756756756 16409.47302830664 296.5892018779343 1382.5486840794306 3268 12453 911 11457 779 22 8
214000009 42469 30161484 47.103393862314235 51.20790086409511 723.2285817048315 701.3014604979682 2639 1558 42469 42220 249 192 249 1254 2579 2549 2520 2489 2454 2431 2401 2363 2334 2286 2244 2193 2110 2001 1863 1140 998 853 671 512 355 222 130 69 37 21 13 9 6 5 32865 6919 990 1829 32863 942 6919 42469 42469 947 519 241 5460 3016 1221 1223 10.896883289124668 46.29331794624521 5.666666666666667 21.587526352532706 2.195421095666394 24.147729443684014 2.127857727311008E8 602893.4038706669 2.1287376941687143E8 615106.451195424 2.1302028115617335E8 578696.946319784 9109.020895522388 63821.04358542463 2011.1230516817063 16509.506559283018 302.68504901960785 1391.6273148128896 3304 10966 974 12236 807 65 10
216000043 44065 31951752 4937.615878708096 1026876.9371627469 738.787676300578 703.8689717135146 2676 1693 44065 43762 303 203 303 1299 2608 2573 2535 2502 2468 2443 2397 2357 2322 2273 2216 2167 2085 1976 1822 1233 1077 906 708 535 366 229 131 68 36 20 12 8 5 4 33601 7682 977 1857 33598 951 7682 44065 44065 1046 532 302 5514 2984 1260 1270 11.26038873994638 47.50170026588663 6.0968253968253965 26.77186096786213 2.190551181102362 24.226669107885883 2.1480280061260054E8 603342.5406879536 2.1486326097460318E8 615366.021501085 2.1501295843070865E8 581711.5154010688 9687.86255447536 63982.53970807825 2225.7079365079367 23103.45662587077 292.5833333333333 1363.1971434381508 3344 12421 904 10768 722 7 4
218000035 46176 34853061 43.31524917159379 48.30245761991794 768.0444468929044 704.7921693856458 2683 1820 46176 45870 306 198 306 1294 2622 2586 2552 2520 2488 2466 2434 2406 2372 2330 2286 2223 2137 2039 1911 1218 1044 888 725 542 372 234 130 69 37 21 13 9 6 5 36476 6979 923 1951 36474 1013 6979 46176 46176 1241 530 331 5587 3053 1296 1238 11.9475925319358 51.143722141087935 5.385030864197531 22.255218558495887 2.1978998384491115 24.254023865478594 2.167904084133639E8 604459.013380074 2.1686595487114197E8 621741.9230013642 2.170029763529887E8 581894.1431696946 10507.632372214941 67286.99507341784 1960.2061776061776 19087.843931165735 288.50644783118406 1337.664742623382 3528 14153 936 11054 703 14 8
